product_index,user_index,predicted_rating,product_name,img_link,product_link,discounted_price,rating,rating_count,review_title,review_content,dl_prediction,final_score
864,935,4.1455655,"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C PD 18W + QC 3.0A) Compatible with All Smartphones(Black)",https://m.media-amazon.com/images/I/31AGkV82sES._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Portronics-CarPower-Charger-Output-Black/dp/B0971DWFDT/ref=sr_1_132?qid=1672895784&s=electronics&sr=1-132,337.0,4.2,"4,969","Good charging speed, supports well for Suzuki burgman also,Good car charger,It connects to apple lighting Cabel,Good car charger,Good product,Nice quality,It’s only a charger,excellent value for money","Good charging speed, supports well for Suzuki burgman also,It's dash charge OnePlus devices,Product is good , you can charge your iPhone easy.,It is built really well & is very compact in size.It also supports fast charging my Poco X3 pro (33w).Though it seems to be a bit loose for my car, it gets unplugged from the car(Ford Ikon) even if the wire is moved a bit.,Working good and small design as I wanted.,Fast charging, good quality plastic used.Value for money.Go for it.,Hi allI connected in my car and came to know its only use for charging it will not show any maps on music displayThank you,Excellent product, does it job well. Charges phones fast with USB C. With USB-A the charging speed is lesser, but not like some other car chargers which can barely keep up with battery drain from phone usage. Small size, does not come into your way. Would work for everybody. The packaging would be suspicious - you would think a cheap unreliable product. But it does the job well. You can save money on expensive car chargers, and invest some of the savings on a good USB-C cable.P.S. Tested only on Android phones.",0.039912138,2.5033041563712835
276,600,4.146309,HP v222w 64GB USB 2.0 Pen Drive (Silver),https://m.media-amazon.com/images/I/31cOcZC4n7L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-v222w-Flash-Drive-64GB/dp/B01LYLJ99X/ref=sr_1_488?qid=1672903019&s=computers&sr=1-488,449.0,4.2,"4,959","Unhappy with storage.. actual storage is 57Gb,Most amazing sound , Really unbeatable better than any  another similar products  .,Nice,Esy to use,Pendrive,Nice and small,Value for money,Good","https://m.media-amazon.com/images/I/71mathm1apL._SY88.jpg,Really, first of all, I found it bulky not sure whether it has good sound or loud sound but believe me guys if you are a sound lover just go for it. It has a really good sound as every sound is separated &  crystal clear.,Nice,Ya satisfactory work. Speed okay,Performance is very good.,64 GB in such a small size! Wow,Value for money,Good",0.038755976,2.503287790451729
287,459,4.133628,"Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Black",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31+Svp6IjpL._SY300_SX300_.jpg,https://www.amazon.in/Logitech-Silent-Wireless-Mouse-Black/dp/B01MQ2A86A/ref=sr_1_333?qid=1672903011&s=computers&sr=1-333,1295.0,4.6,"12,375","Good but the scroll is now damaged,Nice,Noiseless...,It's a good one,Good.,Satisfied,Simply Superb !,Scroll wheel stopped working in 3 months","- excellent piece of wireless mouse- reasonable price and worth every penny- one problem i faced is the scroll stopped working now,Performance is good and very silent 🐭🐭🐭,Good mouse....cursor movement is good....click is literally noiseless....size could have been a little big...overall good,It's a good one.Like : Very soft to hand. No clicking sound. Very favorable for IT Guys who wants quiet environment.For size of the Mouse, Neither too small nor very big in hand.Dislike: You can consider it very less. As it is a very soft to hand, care in uses must be taken.,Good.,I got this mouse because sometimes it is easy and conserves space. Also, I wanted to be a bit away from my laptop screen. Please note, that it is best if you buy even a wireless keyboard, then you are truly away. I bought this for 1200.,This is a very good wireless mouse, works seamlessly, fits superb on your hand and is simple plug and play. The grip on the hand is amazing, and the size is just right for everything from simple browsing to playing the game. Mouse is sensitive on any surface and doesn't require a pad, i use it on the bed without any issue. Just go for it.,giving five stars so that you could notice it",0.057603065,2.503218025969791
625,882,4.1286225,"Classmate Drawing Book - Unruled, 40 Pages, 210 mm x 297 mm - Pack Of 4",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41KFL-3kiUL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Classmate-Drawing-Book-Unruled-Pages/dp/B086Q3QMFS/ref=sr_1_468?qid=1672903018&s=computers&sr=1-468,120.0,4.5,"4,951","Good product for beginners,Wonderful,Good,Rate is affordable,Nice will order again,Very good deal,Super,Drawing books","Good for learning drawing for kids. MRP of product is 120 (4 books , 30 a piece)  but amazon charged 140 initially. Contacted customer service and got the difference in amount back.,Great work experience.....,Valuable,Good product at affordable rate,Nice will order again,Very good deal,Paper texture is good. Best at this price,My kids like the drawing books n it's value for money",0.06507573,2.5032037927345034
611,803,4.136042,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - Black, USB-IF Certified",https://m.media-amazon.com/images/I/21DUuehBaRL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Belkin-USB-C-Charging-USB-IF-Certified/dp/B084N18QZY/ref=sr_1_184?qid=1672909133&s=electronics&sr=1-184,599.0,4.5,577,"Good only for Charging,Well it's a great cable you can trust on,Another quality product from Belkin & Amazon,60W support not clear,Become a belkin fan,Happy with performance,The only competitor to original cables,good","The cable is good slightly thicker than the Apple original cables and is only good for charging.It doesn't work for data transmission contrary to what some one has mentioned in the replies to one of the queries.  Not at least with apple products. It charges my iPad Pro with M2 Chip but freezes it, if used for data transmission.Any one looking for data transmission better find something else.This item is only good for Charging.,,Works fine. No issues so far.,As per Belkin product page, there is NO mention that it supports 60W. Belkin support in Q/A section says it supports only 15W. Needs to be investigated if it really is fast charging or not. Scummy behaviour from Belkin to not specify such a basic spec.belkin.com/us/cables/charging/boost-charge-usb-c-to-usb-c-cable/p/p-cab003/,All belkin products are of excellent  quality and build , Thanks to belkin for providing  a good products and thanks to seller and Amazon for selling this product.,Excellent product,I guess it's only Belkin compared to the rest of the third-party companies, which make quality cables. You can feel the quality in your hands. Worth it, although you may find it to be expensive.,as expected",0.053938065,2.5032004255171536
1226,820,4.148904,"Wecool Moonwalk M1 ENC True Wireless in Ear Earbuds with Mic, Titanium Drivers for Rich Bass Experience, 40+ Hours Play Time, Type C Fast Charging, Low Latency, BT 5.3, IPX5, Deep Bass (Black)",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Wq-obB2VL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Moonwalk-Wireless-Titanium-Experience-Charging/dp/B0B5GJRTHB/ref=sr_1_397?qid=1672903014&s=computers&sr=1-397,889.0,4.2,"2,284","Great Customer care experience..!!,Best in budget earbuds with some quality,Extremely high value for money,Worth for money and great listening experience.,Battery backup,A valuable product,So so,Great buy!","I ordered this product 1 week ago on Amazon but then I got a defective piece, the case charger was faulty so I contacted with customer care and they agreed to replace it..after confirmation of faulty piece, within 4 days i recieved my replacement pack and this time it's charging well..😀 hopefully I don't have to edit this and it stays with me for a long time!,Good earbuds at low price.Bass is good, sound is high.No noise cancellation as described in the images.Only noise isolation is present.Used it for a week without charging. No charging issues.Build quality is plastic and can feel it.Ear buds tips aren't comfortable for long  listening. But ok for upto 2 hrs.No highs, no mids, no lows. But are stereo enabled.One can't expect a bose or apple quality at 4% of their price.So finally justice done for the price paid.If one don't want to spend high, one can't expect a better quality than this.,More often than not you find TWBs that are expensive or don't fit well, or one has a problem with sound quality.But at this price point these buds are exceptional.I bought them for use at night just before sleeping... They don't come out of your ear making it comfortable to sleep with. The sound quality is decent with no misses on mids and voice quality over calls is good.,Pros:1) Overall sound quality is better than other brands. Bass is good. Go for it, if you got for ears for some good listening. The distinctions are good.2) It is Comfortable and fits on ear for casual hearing.3) Battery lasts long. I bearly use for 2-3 hours a day.and charge once in a week or 10 days once.Cons:1) Not recommended for calls. Noise cancellation for calls is poor.2) Not comfortable for sporting activities. Mostly fits well but comparatively slips easily, than the traditional designed ones.3) Touch controls are uneasy, as the touch point is above the hearing point.,Sabhi kuch accha hai lakin battery backup may kamjor hai, 50% Kay bad bhaut jadi battery khatam hote hai.baki sab kuch accha hai.,A very good product till i have used..keep it up,I liked it but it was not up to my hopes as stopped working just after return window got closed,I feel it's not worth spending INR 5,000 - 20,000, this product is definitely the best in the market at this price range.My expectation with this product was simple: to offer good noise cancellation and up-to-mark battery backup, which is delivered.I have used it for the last 3 months., except for a few fluctuations while listening to music.Used it for calls and gaming, and I'm satisfied.Lastly, if you are looking for the purpose of calling, this device and all others fulfil the requirement but in my experience of using different kinds of products, I felt a need for a silent room for the purpose of calling.Highly recommend this product, much better than the other high-range products.",0.03445944,2.503126175269985
1315,768,4.1456633,"Kitchengenix's Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffles, Pan Cakes, Paninis or Other Snacks (Red)",https://m.media-amazon.com/images/I/41wOaCtfCZL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Kitchengenixs-Waffle-Maker-Inch-Watts/dp/B0BJYSCWFQ/ref=sr_1_489?qid=1672923617&s=kitchen&sr=1-489,899.0,4.2,39,"Easy To Carry,Nice product,Handy and easy to use,Best,Very easy to make waffle. Best product from Amazon,easy to make,Disappointed,Very gud n very easy make waffers I love it this produt","Really Easy to carry and to make waffle in it at a reasonable price,The product is really good...small in size and very easy to use..easy to clean,Very easy to use waffle maker i have small kitchen so this one was best for me its ready to use within 4 min and waffles takes 7to 10 min to bake properly crisp. The batter should be in right proportions and temperature to have a perfect waffles .Now my kids enjoy waffle in his tiffin box too. Nonstick coating , light indicator,  350watts  h,heat resistant this all are best features  of this mini waffle maker,Must buy it. Best product. It makes waffle so tasty. My son like it very much. It makes waffle in a very less time. Also we can make many other things on it like cookies, Biscuits, Sweets and many more,My kids are very happy.... Thankyou Amazon,got this waffle making machine its is very to easy to make an waffle at your homequlity is quite good as well,,Mini  waffle maker very useful awsome produt....",0.039259627,2.5031018313571023
369,359,4.1487184,Black + Decker BD BXIR2201IN 2200-Watt Cord & Cordless Steam Iron (Green),https://m.media-amazon.com/images/I/41ady4ISpWL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Black-Decker-BXIR2201IN-2200-Watt-Cordless/dp/B07D2NMTTV/ref=sr_1_366?qid=1672923611&s=kitchen&sr=1-366,3199.0,4.2,"1,899","No entanglement,Iron with freedom,Good Iron,Steam iron!,It’s wireless,Good,Wonderful,Light weight and very adjustable to ur family needs","Good iron, loved the cordless way of using it. Instant heating, with steam flow for crisp ironing.,Good iron box. Steam is as advertised. Irons well. A notch above swivel chord when it comes to cordless convenience. 100ml measuring cup was cracked as it is delivered. Hence a star less,It is good and easy to use, go for it,For First time users, steam ironing can be useful and may love this variant. I have used Siemens iron already and it's not working so on emergency ordered this model from this brand. Both brands are varying in specific parameters. Bodywise BD iron box is small in size. So it took little extra time in closing a single apparel iron. Weight also lighter. Steam consumes water very quickly like I used 100ml twice for 3 apparels.. Color variation observed from image on box and original product inside. Finally work wise okay and job done. This experience is from single use of BD box and first impression. Have to see and watch rest of the story if any,Absolutely portable and easy to reach corners. Steam ironing make easy to iron cotton cloths,But not so heavy,Good product enjoying using it,This iron is good for daily use and easy storage",0.034581404,2.503063601671734
353,403,4.145241,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,https://m.media-amazon.com/images/I/41Ft9wrU55L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Storite-Feet-Micro-USB-Cable/dp/B07924P3C5/ref=sr_1_292?qid=1672909139&s=electronics&sr=1-292,299.0,4.2,"2,117","Cable is working properly,Sturdy,Ok,Its very slow in terms of speed,Good Cable,Plug fits little tight, but does the job fine,Good product,GOOD","Cable is working propely but the price is on a higher side.,Good Quality,Cable was too short,Hello everyone,Do not go for this .beacuse it says 5gbs transfer speed but it has a very slow speed in comparison to the original cable I got from Seagate company. my original cable shows the cut and copies speed to SSD like 30 to 150mbs ps per second. But this cable does around 10 to 80mbs  mostly. The cable is also very thin in size, the original Seagate had is very thick and sturdy.  At the end speed matters.so if u have like 2 or 4TB external hard drive it will load slowly after connecting, folders keep loading and loading. So, I would rather suggest to please go with a 10 GBS speed cable which will have a 3.1 type c cable.,Worth the money,Plug fits little tight to the port, might damage the port on longer use. But does the job well.,It is a good product. Works with all the laptops and hard drives. Value for money. Recomended product,GOOD",0.039474558,2.5029344236066104
8,1099,4.150038,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),https://m.media-amazon.com/images/I/31dJ+lXJq3L._SY300_SX300_.jpg,https://www.amazon.in/Portronics-POR-1081-Charging-1-2Meter-Function/dp/B08CF3D7QR/ref=sr_1_12?qid=1672909124&s=electronics&sr=1-12,154.0,4.3,"13,391","Good for fast charge but not for data transfer,Good cable compares to local the brand.,good but doesnt last,Good product,Good Product,Good and worth it,very good material quality charging speed is 15 watt,Not a fast charger","The cable is efficient in fast charging but in quick data transfer. Overall fine.,I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.,i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design,Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter, Car charger, USB,The product is really good at affordable price.,Good and fast charging, and value for money,பொருள் உடைய கடினத்தன்மையின் நன்றாக உள்ளது சார்ஜ் ஏறும் வேகம் 15wat,Not a fast charger.  Very slow charging with 65w.  L-shape pin is very useful.",0.032175705,2.5028930819347384
1034,606,4.1373997,"Goodscity Garment Steamer for Clothes, Steam Iron Press - Vertical & Horizontal Steaming up to 22g/min, 1200 Watt, 230 ml Water tank & 30 sec Fast Heating (GC 111)",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21df9THeM-L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Goodscity-Garment-Steamer-Clothes-Steam/dp/B09PDZNSBG/ref=sr_1_351?qid=1672923610&s=kitchen&sr=1-351,2575.0,4.2,611,"Useful Product,Good product,Good,Most cutest color travel iron,Good quality product.,Great quality garment steamer,Superb,Superb supportive good for garment!","The product does it’s job really well. Just feels a little heavy.,It is easy to use and wrinkle free and happy for using first time. Thank you Amazon.,Good product,First of all I really like the color of this iron. This is so cute to hold and use it. I was little worried about the performance but I tried this on daily basis for good 5 days so far and the cloths are really neat and wrinkle free. I feel this is little bulky as compared to the iron that I used from my friends in the past but otherwise this is a good travel iron. Now I don't have to worry about ironing lots of cloths before travelling to somewhere.,2 level steam adjustment allows better control to obtain optimal results and Easy refill large 1.8 ltr water tank suitable for long steaming sessions and Powerful 2000watt all aluminium heating element for fast even heating and Double anti-dry design for comprehensive heat & damage protection, I'm really satisfied the product.,This steamer works like magic. I just used hanger for cloths and used it.Very useful for fast instant ironing.Need to press button for steam.All you need is little patience. Do it slowly.Wall on background helps.Don't put hands on opposite sides of clothes, it's temperate is high.,The results are evident. All your bulky clothes can be ironed pretty easily with this. A small amount of water is enough to iron a blazer or even a lehenga. The efforts have become minimal. It s a modern day treat to have this at your home. The price when compared to others is kept minimum. The warranty is pretty much handy extra six months,I used it for the first time in my life. And, wow, it just worked like any normal iron! It is handy, portable and fast enough to do the wrinkle free garments.",0.051018823,2.5028473495478103
88,329,4.131873,"WeCool S5 Long Selfie Stick, with Large Reinforced Tripod Stand up to 61 Inch / 156 Cms, Ultra Long Multi Function Bluetooth Selfie Stick with 1/4 Screw Compatible with Gopro, Camera, and Ring Light",https://m.media-amazon.com/images/I/41fDM4QUfvL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/WeCool-Reinforced-Function-Bluetooth-Compatible/dp/B0B9BXKBC7/ref=sr_1_445?qid=1672895879&s=electronics&sr=1-445,1799.0,4.6,245,"Good,Good Product but Little expensive.,Happy with the purchase,Good buy in price range,Best travel companion,For instagram reels zoom in and zoom out switch is not available,MUST BUY FOR EVERY ONE WHO OWNS A MOBILE PHONE !!!,A good selfie stick","Good,Thoda sa kam stable hai, phone lagane ke baad thoda bohot hilta zaroor hai. Build quality thodi aur achi hoti, to pakka value for money hota.,We’ve been using it for around 2 months, it’s good, sturdy, Bluetooth connectivity is also good.Overall a good purchase.,Good buy in price range,If you travel, it’s your best companion. Has a great stability and length. It’s one of my best buy and cannot think of a vacation without it. No more need to awkwardly ask strangers to take photos, set the best angle and capture the moment. The service from WeCool support team is super cool as well.,Good product....but more efficient expected,Amazing Product. As a Youtuber and an Instagram Content Creator, this is the best gadget I like to have in my Back bag all the time. I even use this to record my live classes without making any scenes out there, since this is very handy and lucid. Moreover, their service is excellent. WHY ARE YOU STILL READING REVIEWS? ORDER NOW.Find my videos in Instagram using this S5 at shankarkumaran tamil,The selfie stick is sturdy and very good",0.059114072,2.5027694301063295
5,148,4.1447525,MI Braided USB Type-C Cable for Charging Adapter (Red),https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gaP7qpBNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_17?qid=1672909124&s=electronics&sr=1-17,349.0,4.4,"18,757","Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast,Good job,Good but need some improvement","I like it 👍👍,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.,350 might be a little expensive but physically it’s so good. Feels premium. But power limitation is there it is not suitable for fast charging.,,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61WnvIUaIwL._SY88.jpg,Best data cable charging fast,Very good quality and good durability,Overall good but need some improvement...",0.039696988,2.5027302947148082
473,1065,4.140878,"Gizga Essentials Cable Organiser, Cord Management System for PC, TV, Home Theater, Speaker & Cables, Reusable Cable Organizer for Desk, WFH Accessories, Organizer Tape Roll, Reusable Cable Ties Strap",https://m.media-amazon.com/images/I/51llGK9TR+L._SY300_SX300_.jpg,https://www.amazon.in/Essentials-Reusable-Double-Organizer-Length/dp/B07R99NBVB/ref=sr_1_444?qid=1672903017&s=computers&sr=1-444,249.0,4.5,"5,985","Very useful product to organize cable,Great, but a piece missing,Must Have for WFH Setup,Value,Exactly what I expected,Great product with a neat finish,Love it . Little Expensive but can't complain,Very useful product","I have lot of cables running between my Soundsystem, Settop box, TV and between my routers, accesspoint. It was kind of messy before. I organized it using insulated thin metal tie cable. But when i open it to add more cables or remove cable, it was broken and not looks good. Also i was afraid that tightening the tie cable may cur the wire since it was so thin and insulation is also very thin. But after i use this, it looks so neat and it is easy to remove or add more cable whenever required. adhesion of wellgrow is good.Overall, i like this productI suggest dont to precisely cut the wellgrow. Add some 50-70% of extra length which will allow to add more cables in future if needed,All was good, but I received 6 pieces instead of 7. Since I have used 1 already, I'm not going to return it. Just requesting the sellers to deliver as promised. Other than that, the2 product is great, and works great.,Not only WFH setup, but also if you're dealing with a lot of wires, this is the way to go.,Good quality,Good quantity and quality, sticks tightly and easy to strap. Helpful for keeping wires organized at work table  (laptop charger , mobile charges etc),I had to bind together variable number of wires at different places and this worked great without any wastage.,Useful to organize wire . Little expensive but I don't have time to find it in my locality and quality is also good.,These are strong and better than plastic tags which you normally use to keep wires in order. These can be removed and reused. They are also very strong as they are supporting my bluetooth soundbar which I have hung up in my room.",0.045441233,2.502703294166255
1139,715,4.144873,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),https://m.media-amazon.com/images/I/51lDlqmDxQL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/TCL-inches-Certified-Android-32S615/dp/B09ZPJT8B2/ref=sr_1_227?qid=1672909135&s=electronics&sr=1-227,11990.0,4.2,64,"Worth of money,There is no 8 gb storage only 2.8 is there,Superb quality,Good product,Nice product for tcl android smart tv,TCL 32inch android tv good quality and rate,Nice smart Tv,Paisa vasul","Picture & sound quality good,Storage is not 8 gb there is only 2.8 gb,https://m.media-amazon.com/images/I/51-RmznbJjL._SY88.jpg,Good tv i like it,https://m.media-amazon.com/images/I/71R-NmGhkYL._SY88.jpg,,It’s a nice smart android television support all the web OTT platform,Nice ,product worth for the price",0.039435845,2.502698137574839
1007,218,4.140193,"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",https://m.media-amazon.com/images/I/318Gp3pIqXL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DASITON-Flexible-Ambient-Portable-Outdoor/dp/B09N6TTHT6/ref=sr_1_218?qid=1672903006&s=computers&sr=1-218,89.0,4.2,241,"Good & attractive,Very versatile,Good,Good Product....,Good night light at 5Volt.,Pretty good product,Good,Nice bt it should be in direct plug not in usb","Some USB ports are little loose but I will manage.,Apt brightness can be used as a night lamp,Nice product,Yes,Good milky light. Better value for money. Used it in a phone's charger. And also in a power bank. Can be used in snowy winter when least electricity is available in Kashmir.,Value for money,Like,There was no bill or any label inside d parcel",0.04587807,2.5024670289077044
510,594,4.141817,"Borosil Rio 1.5 L Electric Kettle, Stainless Steel Inner Body, Boil Water For Tea, Coffee, Soup, Silver",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/414WPLTqm0L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Borosil-Rio-1-5L-Electric-Kettle/dp/B07VZYMQNZ/ref=sr_1_479?qid=1672923615&s=kitchen&sr=1-479,1180.0,4.2,"1,527","Excellent product,Great Quality,Good,V good product,Overall a good product,Money waste,Good kettle, but NOT for boiling milk,Gud","Usefull for hostal,Borosil Omni kettle is of good quality and serves the purpose. Highly recommended for every household.,Pros:--Cord Length is good.--Cross compatibility with Prestige Kettle Bottoms is nice.(Initially didn't fit but started fitting over time as we sometimes use to put it on the Prestige Bottom out of ignorance.)--VolumeCons:--Initially the water after heating use to have a smell.--Some discoloration on the base of Kettle(dark lining)Disclaimer: I have used two kettles from Prestige which were also good enough but both of them burned out, one of them within a year and has been sent for warranty claim. So I suppose it is in nature of Kettles to stop working after sufficient usage. Going to try KENT(transparent one) next time. (Shi khel chal rha hai Kettles ke saath, kya karen zarurat padti hi hai ghar pe),V good product,Overall a good product except the inside edges at the opening of the kettle is very sharp.... When you are cleaning it we have to be careful else it will cause a cut on the fingers,It's not working after 6 months. Money waste,Liked the kettle very much.Got the kettle today, and its working fine.I liked the cord length, its approximately 1.2meters long.The temperature knob works smooth, i haven't felt big difference in low and high settings thoughThe lid is nice quality too, and made of glass.Coming to the base, it's good quality too.Instructions manual says this kettle can b used for making maggie, for boiling eggs, for brewing tea.And it says ""DON'T USE THE KETTLE TO BOIL MILK""..... So therr you have it folks, you can use this kettle for milk boiling and milk tea purpose.I found a little dent in the inner side on the base , but its minute only, so no worries, says a little about quality control. But its not a trade of really.And just as any other stainless steel utensils get stains at the bottom on boiling water, this one too.So my opinion, use soft water and avoid hard water.And ohh forgot to mention, there is a thermoplastic egg tray given with and easy carry stick, that you have to assemble.Overall a good buy,Nice product",0.043010075,2.502294229485583
690,853,4.1439123,"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",https://m.media-amazon.com/images/I/417XNLkkFRL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Morphy-Richards-Icon-Superb-Grinder/dp/B08H673XKN/ref=sr_1_206?qid=1672923601&s=kitchen&sr=1-206,3249.0,4.2,"4,664","Superb,Quite efficient,Go for it,Very nice,Noisy but works good.,Powerful grinding,Satisfied for the time being.,Solid purchase","Good mixer under 3500,Noise level is slightly high, but quite efficient,Product is ultimate 👌 super.,Mixer quality was very nice bt juicers jar not up to the mark,Very noisy. But works fine. Would have loved if it had extra bowl for that extra blade. Hectic to change blade into another bowl for using the extra blade. [Suggestion: One inverted jar would be nice too.] The juicer has the loose locking system, all others have good locking systems. Some plastic from mesh was cut when using it, that needs better alignment. Overall worth the purchase. Even with the excess noise. Also the screw tightener for changing blades broke after 3-5 changes of blades. But that is not big deal. It would have been better to have durable nut tightener.,Recommend to buy this good quality attachments and powerful 750 watt motor. Not less than bosh grinder at less price.,I had  purchased Active 1 kw earlier from Amazon but the item being imbalanced was returned for replacement. The replacement piece received has the same defect which was returned for good. Then in view of the reviews I went for this item and so far its performance is satisfactory although some of the reviews were discouraging. If you want power as well as reasonable rates, go for it.,Very  good item",0.03979033,2.502263511436825
73,78,4.146,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",https://m.media-amazon.com/images/I/41Mce3f9faL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Fire-Boltt-Smartwatch-Bluetooth-Calling-Assistance/dp/B09YV4MW2T/ref=sr_1_30?qid=1672902996&s=computers&sr=1-30,2199.0,4.2,"29,478","Worth the price, expecting good performance on extended use,According to this price is value for money Good product,Good budget calling smart watch.,Just Go For It,It's a mind blowing watch,It's good product in this range,Very Good watch in this price Range,Good Product as per the price charged","Received the product today. The packing was intact though I found watch not at its proper place. It fell down inside the box and found the inner holding box damaged also. Not expecting any kind of tampering but thought to share the product packaging. Overall nice product, will share detailed review once use it for atleast a week.,Good watch through fire 🔥 boultI am impressed for this watch is so computableand all features are properly working like mean feature voice calling are properly working andThis price range are no any brand are give this feature I am Happy for this watchThank you Fire 🔥 boult,Pros: The phone supports both phone and apps calling. Has long charge. Phone finder,  phone camera shutter are good features. Beautiful looking watch.Cons: Not a full screen display, display is smaller than the watch. My watch is not center alligned. Limited number of watch face. Sometimes tends to call on recent number with false touch. Phone book should be a little larger than 8 numbers.,Just bought it ,so my review is basically the first impression.I will write a detailed review after few days of use. I like the style and it looks good. So far touch operation is also good,It was a awesome watch... I liked it sleep monitoring it's accurate. According to me this worth buying and I would suggest anyone who is reading this review to go ahead and buy this watch,It's good product in this range because I have one more of pebble smart watch in same price range but after using fire boltt it's better. Only one issue that not stop call ring during office or meeting time.,I liked Everything except Hearbeat and O2 Level accuracy but it's close to real levels so average in this respect. Otherwise it's a kill for the money !!! Very good overall.,The product is good as per the price charged. One feedback to supplier to improve the glass of watch, there are lots of scratches within one month of usage.",0.036332134,2.5021328538492322
148,145,4.1455374,"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31rucE-db2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/dp/B00HVXS7WC/ref=sr_1_34?qid=1672923592&s=kitchen&sr=1-34,1999.0,4.2,"41,349","Just go for it.👍🏻,3 PIN Plug should be there,Mixer is good as well as jar is good.But packing is very bad.,Too much noise,Good quality product......,Good,Nc,Useful","Product is so good but packaging was so bad😠.,Not able to plug JN sockets just because it has 2 pin plug,Packing is too bad. Mixer is good,Except noise everything looks good. Very irritating noise.,I like the product most. Worth for money...Fully sastisfy from this product.. Thanks amazon,Produce noise but good 👍,Nice,Useful",0.03690879,2.5020859563739326
